"","gender","age","statereside","hhincome","education","maritalstatus","citizenus","working","probvote","Vote24Harris","Vote24Trump","Vote24Other","white","ContactsHarris","ContactsTrump","income","presvote"
"170","Male",46,"26 Michigan","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",75,25,16,NA
"171","Male",48,"26 Michigan","14 75,000 to 99,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,100,"1 Yes",45,45,14,"Other"
"172","Male",73,"26 Michigan","10 35,000 to 39,999",11,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",10,90,10,NA
"173","Female",71,"26 Michigan","14 75,000 to 99,999",13,"5 Widowed","1 Yes","0 No","100",100,NA,NA,"1 Yes",100,0,14,"Harris"
"174","Male",74,"26 Michigan","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",99,1,15,NA
"175","Female",48,"26 Michigan","6 15,000 to 19,999",14,"6 Never married","1 Yes","0 No","100",100,0,0,"1 Yes",100,0,6,"Harris"
"176","Male",67,"26 Michigan","9 30,000 to 34,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,NA,"1 Yes",50,50,9,"Harris"
"177","Female",31,"8 Colorado","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",100,0,15,NA
"178","Female",44,"26 Michigan","8 25,000 to 2,999",13,"6 Never married","1 Yes","1 Yes","80",19,1,80,"1 Yes",20,75,8,"Other"
"179","Male",64,"26 Michigan","13 60,000 to 74,999",10,"5 Widowed","1 Yes","1 Yes","95",20,80,0,"1 Yes",45,50,13,"Trump"
"180","Male",69,"26 Michigan","10 35,000 to 39,999",13,"4 Divorced","1 Yes","0 No","100",NA,NA,100,"1 Yes",50,50,10,"Other"
"181","Female",57,"26 Michigan","11 40,000 to 49,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",20,80,11,"Trump"
"182","Female",34,"26 Michigan","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",95,0,5,"1 Yes",50,40,15,"Harris"
"183","Female",62,"26 Michigan","12 50,000 to 59,999",12,"4 Divorced","1 Yes","0 No","100",0,100,0,"1 Yes",5,95,12,"Trump"
"184","Male",73,"26 Michigan","8 25,000 to 2,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","50",NA,100,NA,"1 Yes",0,100,8,"Trump"
"185","Male",50,"26 Michigan","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",25,65,16,"Trump"
"186","Male",59,"26 Michigan","9 30,000 to 34,999",11,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",70,30,9,"Harris"
"187","Male",64,"26 Michigan","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,NA,"1 Yes",80,20,15,"Harris"
"188","Male",66,"19 Iowa","15 100,000 to 149,999",5,"1 Married (spouse lives with me)","1 Yes","0 No","80",0,100,0,"1 Yes",0,100,15,"Trump"
"189","Male",48,"19 Iowa","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",90,5,5,"1 Yes",47,43,14,"Harris"
"190","Female",72,"19 Iowa","7 20,000 to 24,999",13,"4 Divorced","1 Yes","0 No","100",100,NA,NA,"1 Yes",100,0,7,"Harris"
"191","Male",54,"19 Iowa","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",30,70,16,NA
"192","Male",66,"55 Wisconsin","5 12,500 to 14,999",11,"6 Never married","1 Yes","0 No","100",NA,100,NA,"1 Yes",0,100,5,"Trump"
"193","Male",72,"55 Wisconsin","13 60,000 to 74,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"1 Yes",51,49,13,"Harris"
"194","Female",57,"55 Wisconsin","4 10,000 to 12,499",10,"4 Divorced","1 Yes","0 No","100",0,100,0,"1 Yes",0,100,4,"Trump"
"195","Male",77,"55 Wisconsin","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",65,35,15,NA
"196","Male",38,"55 Wisconsin","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",98,2,0,"1 Yes",50,50,15,"Harris"
"197","Female",69,"55 Wisconsin","7 20,000 to 24,999",9,"5 Widowed","1 Yes","0 No","0",100,0,0,"1 Yes",90,10,7,"Harris"
"198","Female",65,"55 Wisconsin","5 12,500 to 14,999",11,"4 Divorced","1 Yes","0 No","50",50,50,NA,"1 Yes",50,50,5,"Trump"
"199","Male",71,"55 Wisconsin","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",90,8,15,"Harris"
"200","Female",75,"55 Wisconsin","14 75,000 to 99,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",99,0,14,"Harris"
"201","Male",64,"55 Wisconsin","14 75,000 to 99,999",13,"4 Divorced","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",80,19,14,"Harris"
"202","Male",86,"55 Wisconsin","10 35,000 to 39,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",0,100,10,"Trump"
"203","Female",60,"55 Wisconsin","8 25,000 to 2,999",10,"4 Divorced","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",60,40,8,"Harris"
"204","Male",71,"55 Wisconsin","12 50,000 to 59,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",1,99,12,NA
"205","Female",67,"55 Wisconsin","4 10,000 to 12,499",9,"5 Widowed","1 Yes","1 Yes","100",0,100,0,"1 Yes",0,100,4,"Trump"
"206","Male",39,"55 Wisconsin","15 100,000 to 149,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","20",50,0,50,"1 Yes",50,50,15,"Harris"
"207","Male",50,"55 Wisconsin","12 50,000 to 59,999",13,"4 Divorced","1 Yes","1 Yes","5",NA,100,NA,"1 Yes",25,75,12,"Trump"
"208","Female",62,"55 Wisconsin","4 10,000 to 12,499",8,"6 Never married","1 Yes","0 No","0",0,100,0,"1 Yes",40,45,4,"Trump"
"209","Male",NA,"55 Wisconsin","8 25,000 to 2,999",10,"4 Divorced","1 Yes","1 Yes","99",100,0,NA,"1 Yes",49,51,8,"Harris"
"210","Female",82,"55 Wisconsin","14 75,000 to 99,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",75,20,14,"Harris"
"211","Male",79,"27 Minnesota","13 60,000 to 74,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,0,"1 Yes",55,44,13,"Trump"
"212","Male",79,"27 Minnesota","11 40,000 to 49,999",10,"6 Never married","1 Yes","0 No","100",100,0,NA,"1 Yes",90,10,11,"Harris"
"213","Female",41,"36 New York","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",100,0,14,"Harris"
"214","Male",59,"27 Minnesota","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",10,90,15,"Trump"
"215","Female",36,"27 Minnesota","11 40,000 to 49,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","90",0,99,1,"1 Yes",10,90,11,"Trump"
"216","Female",70,"38 North Dakota","12 50,000 to 59,999",12,"6 Never married","1 Yes","1 Yes","75",50,25,25,"1 Yes",25,50,12,"Harris"
"217","Male",63,"30 Montana","11 40,000 to 49,999",11,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",5,90,11,"Trump"
"218","Female",78,"17 Illinois","7 20,000 to 24,999",10,"5 Widowed","1 Yes","0 No","100",NA,100,NA,"1 Yes",0,100,7,"Trump"
"219","Female",70,"55 Wisconsin","14 75,000 to 99,999",12,"5 Widowed","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,14,NA
"220","Male",42,"17 Illinois","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","99",NA,100,NA,"1 Yes",0,75,16,"Trump"
"221","Male",66,"17 Illinois","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",65,35,15,NA
"222","Female",63,"6 California","16 150,000 or more",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",50,50,16,"Harris"
"223","Female",59,"18 Indiana","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"0 No",5,95,15,"Trump"
"224","Female",72,"17 Illinois","2 5,000 to 7,499",14,"4 Divorced","1 Yes","0 No","100",50,50,0,"0 No",100,0,2,"Trump"
"225","Female",71,"17 Illinois","13 60,000 to 74,999",14,"5 Widowed","1 Yes","0 No","100",NA,NA,NA,"0 No",100,0,13,NA
"226","Male",73,"29 Missouri","13 60,000 to 74,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",0,100,13,"Trump"
"227","Female",43,"29 Missouri","13 60,000 to 74,999",10,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",50,50,13,NA
"228","Female",46,"29 Missouri","16 150,000 or more",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",10,90,16,"Trump"
"229","Female",73,"29 Missouri","6 15,000 to 19,999",9,"5 Widowed","1 Yes","0 No","100",100,NA,NA,"0 No",100,0,6,"Harris"
"230","Male",64,"29 Missouri","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",10,80,14,"Trump"
"231","Female",43,"29 Missouri","13 60,000 to 74,999",16,"4 Divorced","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",90,10,13,"Harris"
"232","Male",63,"29 Missouri","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",80,20,16,"Harris"
"233","Female",68,"31 Nebraska","13 60,000 to 74,999",11,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,NA,"1 Yes",10,90,13,"Trump"
"234","Female",58,"22 Louisiana","16 150,000 or more",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"1 Yes",0,100,16,"Harris"
"235","Female",62,"5 Arkansas","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,100,"1 Yes",10,90,15,"Other"
"236","Male",65,"40 Oklahoma","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"0 No",98,2,16,"Harris"
"237","Male",52,"40 Oklahoma","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",95,0,5,"1 Yes",40,58,15,"Harris"
"238","Female",36,"48 Texas","11 40,000 to 49,999",11,"4 Divorced","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",5,95,11,"Trump"
"239","Male",42,"48 Texas","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",35,64,1,"1 Yes",40,55,16,"Trump"
"240","Male",63,"48 Texas","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","99",100,0,0,"1 Yes",40,60,16,"Harris"
"241","Male",36,"29 Missouri","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","80",0,10,90,"1 Yes",40,60,16,"Other"
"242","Female",77,"48 Texas","13 60,000 to 74,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",20,80,13,"Trump"
"243","Female",70,"48 Texas","11 40,000 to 49,999",13,"4 Divorced","1 Yes","0 No","100",100,0,0,"1 Yes",65,35,11,"Harris"
"244","Male",54,"48 Texas","14 75,000 to 99,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",25,75,14,"Trump"
"245","Male",49,"48 Texas","16 150,000 or more",16,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",100,0,16,"Harris"
"246","Female",83,"48 Texas","14 75,000 to 99,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",20,80,14,NA
"247","Female",75,"48 Texas","15 100,000 to 149,999",10,"5 Widowed","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",0,100,15,NA
"248","Female",59,"48 Texas","7 20,000 to 24,999",12,"1 Married (spouse lives with me)","1 Yes","0 No","98",0,100,0,"1 Yes",5,95,7,"Trump"
"249","Male",70,"48 Texas","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",100,0,16,"Harris"
"250","Female",56,"48 Texas","7 20,000 to 24,999",11,"3 Separated","1 Yes","1 Yes","100",100,0,0,"0 No",80,20,7,"Harris"
"251","Male",60,"48 Texas","12 50,000 to 59,999",14,"6 Never married","1 Yes","0 No","0",100,NA,NA,"0 No",90,0,12,"Harris"
"252","Female",45,"48 Texas","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",50,50,16,"Harris"
"253","Female",62,"48 Texas","15 100,000 to 149,999",14,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"0 No",100,0,15,NA
"254","Female",67,"48 Texas","11 40,000 to 49,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",0,100,11,"Trump"
"255","Male",74,"48 Texas","14 75,000 to 99,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,0,"1 Yes",0,100,14,"Trump"
"256","Male",75,"48 Texas","13 60,000 to 74,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,NA,"1 Yes",0,100,13,"Trump"
"257","Male",53,"48 Texas","15 100,000 to 149,999",12,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",0,90,15,"Trump"
"258","Male",60,"48 Texas","8 25,000 to 2,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",100,0,8,"Harris"
"259","Male",55,"48 Texas","11 40,000 to 49,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","0",NA,NA,100,"1 Yes",40,40,11,"Other"
"260","Female",68,"48 Texas","8 25,000 to 2,999",9,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",20,35,8,NA
"261","Male",42,"32 Nevada","12 50,000 to 59,999",10,"3 Separated","1 Yes","0 No","0",0,0,100,"0 No",NA,NA,12,"Other"
"262","Male",38,"8 Colorado","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",30,68,15,"Trump"
"263","Male",50,"8 Colorado","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","95",1,99,NA,"1 Yes",35,65,14,"Trump"
"264","Female",54,"8 Colorado","4 10,000 to 12,499",11,"4 Divorced","1 Yes","1 Yes",".a",NA,NA,NA,"1 Yes",NA,NA,4,NA
"265","Female",42,"8 Colorado","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,70,30,"1 Yes",50,50,15,"Trump"
"266","Male",38,"8 Colorado","16 150,000 or more",11,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",0,100,16,"Trump"
"267","Female",62,"8 Colorado","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",0,100,14,"Trump"
"268","Female",76,"8 Colorado","11 40,000 to 49,999",13,"4 Divorced","1 Yes","1 Yes","100",0,100,0,"1 Yes",0,100,11,"Trump"
"269","Female",65,"8 Colorado","12 50,000 to 59,999",11,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",10,90,12,NA
"270","Male",74,"8 Colorado","12 50,000 to 59,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",10,90,12,NA
"271","Male",65,"8 Colorado","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",60,40,16,NA
"272","Female",45,"56 Wyoming","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","0",NA,100,NA,"1 Yes",0,100,15,"Trump"
"273","Male",81,"16 Idaho","8 25,000 to 2,999",11,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,0,"1 Yes",25,75,8,"Trump"
"274","Male",46,"16 Idaho","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","10",0,0,100,"1 Yes",30,20,14,"Other"
"275","Male",74,"4 Arizona","15 100,000 to 149,999",15,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",25,75,15,NA
"276","Female",53,"4 Arizona","16 150,000 or more",14,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",75,23,16,NA
"277","Female",64,"4 Arizona","11 40,000 to 49,999",14,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",100,0,11,NA
"278","Male",55,"4 Arizona","16 150,000 or more",12,"1 Married (spouse lives with me)","1 Yes","0 No","60",0,95,5,"1 Yes",25,70,16,"Trump"
"279","Male",69,"4 Arizona","16 150,000 or more",14,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",35,65,16,NA
"280","Female",84,"4 Arizona","8 25,000 to 2,999",13,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",70,30,8,NA
"281","Male",53,"4 Arizona","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",50,50,15,NA
"282","Male",62,"4 Arizona","15 100,000 to 149,999",16,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",40,59,15,"Trump"
"283","Male",80,"4 Arizona","12 50,000 to 59,999",9,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,12,NA
"284","Female",64,"4 Arizona","12 50,000 to 59,999",13,"6 Never married","1 Yes","1 Yes","100",100,0,0,"1 Yes",80,20,12,"Harris"
"285","Female",48,"4 Arizona","9 30,000 to 34,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",0,100,9,"Trump"
"286","Female",66,"35 New Mexico","13 60,000 to 74,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",45,50,13,NA
"287","Male",49,"32 Nevada","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",90,9,15,"Harris"
"288","Female",48,"32 Nevada","15 100,000 to 149,999",14,"4 Divorced","1 Yes","1 Yes","90",40,60,0,"1 Yes",60,40,15,"Trump"
"289","Male",78,"32 Nevada","14 75,000 to 99,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","99",100,0,0,"1 Yes",67,33,14,"Harris"
"290","Female",64,"6 California","12 50,000 to 59,999",9,"4 Divorced","1 Yes","1 Yes","100",0,100,0,"1 Yes",0,95,12,"Trump"
"291","Male",86,"6 California","13 60,000 to 74,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",80,20,13,"Harris"
"292","Male",43,"12 Florida","16 150,000 or more",16,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",95,5,16,"Harris"
"293","Male",43,"6 California","1 Less than $5,000",13,"6 Never married","1 Yes","0 No","100",50,NA,50,"1 Yes",67,0,1,"Harris"
"294","Female",34,"37 North Carolina","13 60,000 to 74,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",33,33,34,"0 No",25,50,13,"Other"
"295","Female",84,"6 California","8 25,000 to 2,999",13,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",55,30,8,NA
"296","Female",64,"6 California","8 25,000 to 2,999",10,"4 Divorced","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",0,75,8,"Trump"
"297","Female",63,"6 California","14 75,000 to 99,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",90,10,14,NA
"298","Male",70,"6 California","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",30,60,16,NA
"299","Female",50,"6 California","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",94,2,16,NA
"300","Male",50,"6 California","11 40,000 to 49,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"0 No",100,0,11,"Harris"
"301","Male",71,"6 California","16 150,000 or more",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",30,70,16,"Trump"
"302","Male",61,"6 California","15 100,000 to 149,999",13,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",100,0,15,NA
"303","Female",59,"6 California","15 100,000 to 149,999",14,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"0 No",70,20,15,NA
"304","Female",51,"6 California","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",40,60,0,"1 Yes",50,50,15,"Trump"
"305","Female",59,"6 California","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",99,1,16,"Harris"
"306","Male",69,"6 California","15 100,000 to 149,999",16,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",95,5,15,NA
"307","Female",50,"6 California","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"0 No",70,20,15,"Harris"
"308","Female",78,"6 California","11 40,000 to 49,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,0,"0 No",80,20,11,"Trump"
"309","Female",75,"6 California","1 Less than $5,000",10,"6 Never married","1 Yes","0 No","100",50,0,50,"1 Yes",NA,NA,1,"Harris"
"310","Female",77,"41 Oregon","14 75,000 to 99,999",14,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",50,50,14,NA
"311","Female",55,"41 Oregon","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",100,0,16,NA
"312","Male",57,"41 Oregon","13 60,000 to 74,999",16,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",85,15,13,"Harris"
"313","Female",55,"41 Oregon","15 100,000 to 149,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",70,0,30,"1 Yes",60,20,15,"Harris"
"314","Female",81,"53 Washington","15 100,000 to 149,999",9,"4 Divorced","1 Yes","0 No","100",100,NA,NA,"1 Yes",99,1,15,"Harris"
"315","Female",42,"53 Washington","15 100,000 to 149,999",15,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,0,"1 Yes",60,40,15,"Trump"
"316","Male",82,"41 Oregon","13 60,000 to 74,999",14,"5 Widowed","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,13,NA
"317","Female",67,"53 Washington","13 60,000 to 74,999",13,"4 Divorced","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",10,90,13,"Trump"
"318","Female",43,"53 Washington","12 50,000 to 59,999",11,"2 Married (spouse lives elsewhere)","1 Yes","0 No","95",0,50,50,"1 Yes",10,80,12,"Trump"
"319","Male",50,"41 Oregon","14 75,000 to 99,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",0,100,14,"Trump"
"320","Female",85,"53 Washington","11 40,000 to 49,999",9,"5 Widowed","1 Yes","0 No","70",100,NA,NA,"1 Yes",50,50,11,"Harris"
"321","Male",64,"53 Washington","14 75,000 to 99,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"1 Yes",75,25,14,"Harris"
"322","Male",56,"53 Washington","16 150,000 or more",16,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",100,0,16,"Harris"
"323","Female",47,"2 Alaska","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",50,48,16,"Harris"
"324","Male",52,"48 Texas","14 75,000 to 99,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",60,40,14,NA
"325","Female",67,"12 Florida","15 100,000 to 149,999",13,"5 Widowed","1 Yes","0 No","100",100,0,0,"1 Yes",80,20,15,"Harris"
"326","Female",49,"12 Florida","1 Less than $5,000",9,"6 Never married","1 Yes","0 No","100",NA,NA,NA,"0 No",100,0,1,NA
"327","Male",94,"12 Florida","13 60,000 to 74,999",9,"5 Widowed","1 Yes","0 No","100",NA,100,NA,"1 Yes",19,80,13,"Trump"
"328","Female",62,"13 Georgia","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",10,90,15,NA
