"","player","season","team","goals_z","xg_z","crosses_z","boxtouches_z","passes_z","progpasses_z","takeons_z","progruns_z","tackles_z","interceptions_z","clearances_z","blocks_z","aerials_z","fouls_z","fouled_z","nsxg_z"
"145","Abdalla Said",2018,"Egypt",-0.42,-0.24,1.82,-0.35,0.91,0.88,0.16,1.13,-0.16,0.79,-0.59,-0.45,-0.01,-1.11,-0.06,1.43
"146","Ahmed Fathi",2018,"Egypt",-0.42,-0.56,1.82,-0.65,1.31,2.94,-0.26,0.26,1.45,1.63,1.55,-0.45,-0.31,2.3,-0.49,0.66
"147","Ahmed Hegazi",2018,"Egypt",-0.42,-0.59,-0.51,-0.5,0.51,0.7,-0.26,0.48,-0.26,3.7,4.53,1.25,1.45,-0.14,-0.49,-0.77
"148","Ali Gabr",2018,"Egypt",-0.42,-0.5,0.27,-0.06,-0.08,-0.07,-0.67,-0.84,0.64,-0.28,2.83,1.44,-0.01,-0.14,-0.49,-0.33
"149","Amr Warda",2018,"Egypt",-0.42,-0.47,-0.51,-0.5,-0.54,-0.33,0.57,1.13,-0.57,0.04,-0.16,-0.08,0.28,-0.62,1.21,0.18
"150","Essam El-Hadary",2018,"Egypt",-0.42,-0.59,-0.51,-0.8,-0.91,-0.41,-0.67,-0.84,-0.82,-0.79,-0.8,-0.45,-0.89,-1.11,-0.91,-0.77
"151","Kahraba",2018,"Egypt",-0.42,-0.59,-0.51,1.41,-1.04,-0.93,-0.67,-0.62,-0.26,-0.79,-0.59,-0.45,-0.6,-0.14,-0.91,0.14
"152","Marwan Mohsen",2018,"Egypt",-0.42,-0.21,-0.51,1.85,-0.73,-0.93,0.16,-0.62,-0.26,-0.79,0.05,-0.45,2.92,0.84,0.79,-0.15
"153","Mohamed Abdel-Shafy",2018,"Egypt",-0.42,-0.59,1.05,-0.8,1.45,3.46,0.16,0.7,0.25,1.21,1.12,-0.45,-0.31,-0.14,-0.06,0.11
"154","Mohamed El-Shenawy",2018,"Egypt",-0.42,-0.59,-0.51,-0.8,-0.89,0.02,-0.67,-0.84,-0.82,-0.79,-0.8,-0.45,-0.6,-1.11,-0.91,-0.77
"155","Mohamed Elneny",2018,"Egypt",-0.42,-0.09,-0.51,-0.5,0.66,0.02,-0.67,0.26,-0.57,-0.04,-0.16,0.86,-0.89,0.35,-0.91,0.18
"156","Mohamed Salah",2018,"Egypt",4.17,3.69,-0.51,1.26,-0.73,-0.5,0.16,0.91,-0.66,-0.62,-0.8,-0.45,-0.89,-0.62,-0.49,0.77
"157","Ramadan Sobhi",2018,"Egypt",-0.42,-0.59,-0.51,-0.21,-0.91,-0.76,-0.26,0.48,-0.66,-0.79,-0.8,-0.45,-0.6,-0.62,-0.49,-0.77
"158","Sam Morsy",2018,"Egypt",-0.42,-0.59,-0.51,-0.8,-0.83,-1.02,-0.67,-0.4,-0.82,-0.02,-0.59,-0.45,-0.89,-0.14,-0.91,-0.77
"159","Tarek Hamed",2018,"Egypt",-0.42,-0.47,-0.51,-0.8,0.99,-0.07,-0.67,-0.62,0.98,2.84,-0.38,-0.08,-0.6,1.81,0.36,-0.33
"160","Trezeguet",2018,"Egypt",-0.42,1.11,-0.51,1.56,0.09,-0.24,0.57,1.57,0.66,1.88,-0.16,0.13,1.16,1.32,-0.49,1.21
"161","Ashley Young",2018,"England",-0.42,-0.42,1.08,-0.8,0.35,0.38,-0.33,0.06,-0.2,0.59,-0.37,-0.45,-0.77,-0.31,-0.39,0.67
"162","Danny Rose",2018,"England",-0.42,-0.55,-0.51,-0.43,-0.55,-0.54,-0.16,-0.3,-0.36,-0.32,-0.45,-0.45,-0.89,-0.91,0.3,-0.52
"163","Dele Alli",2018,"England",0.52,0.5,-0.51,0.41,-0.31,-0.54,-0.5,-0.48,-0.01,-0.15,-0.28,-0.45,-0.17,-0.51,0.65,-0.01
"164","Eric Dier",2018,"England",-0.42,0.14,-0.51,-0.31,0.08,-0.58,0.01,-0.48,0.15,-0.49,-0.45,-0.11,-0.29,-0.11,-0.22,-0.53
"165","Fabian Delph",2018,"England",-0.42,-0.49,-0.19,-0.68,-0.18,-0.79,0.17,-0.48,-0.05,0.27,-0.54,-0.45,-0.65,-0.91,-0.39,-0.58
"166","Gary Cahill",2018,"England",-0.42,-0.59,-0.51,-0.8,-0.94,-0.96,-0.67,-0.84,-0.82,-0.79,-0.72,0.72,-0.53,-0.91,-0.91,-0.77
"167","Harry Kane",2018,"England",5.21,3.82,-0.51,0.59,-0.45,-0.65,-0.33,-0.39,-0.59,-0.01,-0.72,-0.45,2.47,-0.31,2.73,0.47
"168","Harry Maguire",2018,"England",0.52,0.07,-0.51,2.63,1.79,1.29,0.17,1.58,0.37,0.63,0.86,2.58,4.15,0.28,0.13,0.4
"169","Jamie Vardy",2018,"England",-0.42,-0.43,-0.51,0.11,-1.17,-1.03,-0.33,-0.84,-0.65,-0.79,-0.8,-0.45,-0.17,-0.71,-0.74,-0.71
"170","Jesse Lingard",2018,"England",0.52,1.16,0.13,0.95,0.39,-0.47,0.85,-0.12,-0.15,-0.79,-0.54,-0.45,-0.77,0.68,-0.04,0.26
"171","John Stones",2018,"England",1.46,1.02,-0.51,0.17,2.29,0.55,-0.67,1.13,1.4,0.94,2.17,4.09,1.63,-0.31,-0.22,-0.76
"172","Jordan Henderson",2018,"England",-0.42,-0.41,-0.51,-0.68,0.51,-0.15,-0.5,-0.39,-0.06,0.41,-0.37,0.56,0.31,-0.51,-0.39,-0.16
"173","Jordan Pickford",2018,"England",-0.42,-0.59,-0.51,-0.8,0.13,2.17,-0.67,-0.75,-0.82,-0.79,-0.72,-0.45,-0.53,-1.11,-0.39,-0.77
"174","Kieran Trippier",2018,"England",0.52,-0.37,5.53,0.05,1.11,1.82,0.01,0.06,0.74,1.7,0.51,-0.45,1.03,0.09,0.13,3.84
"175","Kyle Walker",2018,"England",-0.42,-0.59,-0.51,-0.8,1.45,0.52,0.17,0.6,-0.23,0.37,1.73,0.44,1.15,-0.71,-0.04,-0.7
"176","Marcus Rashford",2018,"England",-0.42,-0.09,-0.51,-0.13,-0.75,-1.03,0.68,0.33,-0.51,-0.79,-0.8,-0.45,-0.65,-0.31,-0.04,-0.43
"177","Phil Jones",2018,"England",-0.42,-0.59,-0.51,-0.8,-0.19,-0.75,-0.67,-0.3,-0.65,0.15,-0.02,-0.45,-0.29,-0.71,-0.56,-0.77
"178","Raheem Sterling",2018,"England",-0.42,0.68,-0.51,1.25,-0.34,-0.96,0.68,0.06,-0.82,-0.79,-0.8,-0.45,-0.53,0.88,0.48,0.38
"179","Ruben Loftus-Cheek",2018,"England",-0.42,-0.41,-0.51,0.53,-0.45,-1.03,1.36,0.6,-0.82,-0.18,-0.8,-0.45,-0.17,-0.71,0.13,0.22
"180","Trent Alexander-Arnold",2018,"England",-0.42,-0.53,0.13,-0.8,-0.86,-0.61,-0.67,-0.75,-0.82,-0.62,-0.8,-0.06,-0.65,-1.11,-0.91,-0.26
"181","Antoine Griezmann",2018,"France",3.51,3.99,1.16,1.16,0.22,-0.4,0.75,0.01,0.95,-0.4,-0.53,-0.45,-0.27,0.14,1.09,1.05
"182","Benjamin Mendy",2018,"France",-0.42,-0.59,0.16,-0.8,-1.04,-0.88,-0.67,-0.65,-0.82,-0.79,-0.71,-0.45,-0.89,-1.11,-0.91,-0.41
"183","Benjamin Pavard",2018,"France",0.57,-0.2,0.49,-0.35,0.85,1.15,-0.32,0.2,1.53,0.28,1.58,-0.09,0.11,0.77,0,-0.13
"184","Blaise Matuidi",2018,"France",-0.42,-0.29,-0.51,-0.04,-0.5,-0.51,-0.67,-0.65,0.03,-0.01,-0.62,-0.45,-0.14,1.19,0,-0.54
"185","Corentin Tolisso",2018,"France",-0.42,-0.49,-0.51,-0.54,-0.33,-0.4,-0.49,-0.46,-0.55,0.56,-0.35,-0.45,-0.64,-0.48,0.18,-0.3
"186","Djibril Sidibé",2018,"France",-0.42,-0.59,-0.17,-0.73,-0.55,-0.48,-0.67,-0.46,-0.44,-0.01,-0.71,-0.45,-0.52,-0.9,-0.91,-0.47
"187","Hugo Lloris",2018,"France",-0.42,-0.59,-0.51,-0.8,-0.42,1.78,-0.67,-0.74,-0.82,-0.79,-0.71,-0.45,-0.77,-1.11,-0.91,-0.62
"188","Kylian Mbappé",2018,"France",3.51,1.52,0.49,2.17,-0.26,-0.44,4.99,1.51,-0.03,-0.58,-0.71,-0.45,-0.64,-0.9,1.63,1.97
"189","Lucas Hernández",2018,"France",-0.42,-0.35,0.49,-0.17,0.58,0.59,0.39,0.57,0.39,0.01,1.39,0.19,0.49,0.56,1.82,0
"190","N'Golo Kanté",2018,"France",-0.42,-0.54,-0.51,-0.8,1.35,0.19,0.22,0.29,0.97,3.85,0.39,-0.22,-0.52,1.19,-0.18,-0.44
"191","Nabil Fekir",2018,"France",-0.42,-0.49,-0.17,-0.67,-1.05,-0.96,0.04,-0.65,-0.27,-0.79,-0.62,-0.45,-0.52,-0.48,0.18,-0.38
"192","Olivier Giroud",2018,"France",-0.42,1.23,-0.51,2.55,-0.57,-0.77,-0.14,-0.55,-0.29,-0.35,0.11,-0.45,2.13,1.81,-0.18,0.79
"193","Ousmane Dembélé",2018,"France",-0.42,-0.45,-0.51,-0.48,-0.82,-0.77,-0.32,0.66,0.12,-0.5,-0.71,-0.45,-0.64,-0.9,-0.73,-0.33
"194","Paul Pogba",2018,"France",0.57,-0.14,-0.51,-0.04,0.76,0.48,0.75,-0.09,0.65,-0.18,0.3,0.37,1.5,1.81,2.18,1.08
"195","Presnel Kimpembe",2018,"France",-0.42,-0.59,-0.51,-0.8,-0.7,-0.73,-0.67,-0.55,-0.44,-0.79,0.11,-0.45,-0.39,-0.9,-0.55,-0.77
"196","Raphaël Varane",2018,"France",0.57,-0.29,-0.51,0.09,1.12,0.74,-0.32,0.2,-0.68,-0.01,3.22,0.51,2.5,-0.69,-0.73,-0.49
"197","Samuel Umtiti",2018,"France",0.57,-0.49,-0.51,-0.42,0.26,0.59,-0.32,0.01,-0.49,-0.24,2.49,0.51,0.11,0.14,0.73,-0.6
"198","Steve Mandanda",2018,"France",-0.42,-0.59,-0.51,-0.8,-1.07,-0.51,-0.67,-0.84,-0.82,-0.79,-0.8,-0.45,-0.77,-1.11,-0.91,-0.77
"199","Steven N'Zonzi",2018,"France",-0.42,-0.59,-0.51,-0.8,-0.56,-0.77,-0.67,-0.84,-0.33,0.1,-0.16,0.42,0.62,-1.11,-0.55,-0.77
"200","Thomas Lemar",2018,"France",-0.42,-0.54,-0.17,-0.8,-0.87,-0.92,-0.32,-0.37,-0.82,-0.79,-0.71,-0.45,-0.89,-0.9,-0.73,-0.49
"201","Antonio Rüdiger",2018,"Germany",-0.42,-0.59,-0.51,-0.8,0.36,-0.5,-0.67,-0.62,-0.82,0.17,-0.16,-0.45,0.28,-0.14,-0.49,-0.77
"202","Ilkay Gündogan",2018,"Germany",-0.42,-0.5,-0.51,-0.8,-0.29,-0.93,-0.67,-0.18,-0.82,0.17,-0.8,-0.45,-0.89,-1.11,-0.49,-0.08
"203","Jonas Hector",2018,"Germany",-0.42,-0.15,-0.51,0.68,0.41,0.53,-0.26,-0.4,1.97,0.16,0.48,-0.45,0.57,-0.14,0.36,-0.63
"204","Joshua Kimmich",2018,"Germany",-0.42,-0.09,2.6,1.26,2.96,2.43,-0.26,2.88,0.1,1.02,-0.38,-0.45,0.28,-0.62,4.18,3.23
"205","Julian Brandt",2018,"Germany",-0.42,0,-0.51,-0.35,-0.87,-0.67,0.16,-0.62,0.11,-0.79,-0.8,-0.45,-0.89,-1.11,-0.49,-0.26
"206","Julian Draxler",2018,"Germany",-0.42,1.64,-0.51,1.71,0.17,-0.07,1.39,1.35,0.96,0.07,-0.8,-0.45,-0.01,0.84,-0.49,0.92
"207","Jérôme Boateng",2018,"Germany",-0.42,-0.47,0.27,-0.8,1.85,1.91,-0.26,5.94,0.88,3.63,-0.38,5.64,-0.31,1.32,0.36,0.51
"208","Leon Goretzka",2018,"Germany",-0.42,0.58,-0.51,0.53,-0.89,-0.76,-0.26,-0.4,0.1,-0.79,-0.8,-0.45,-0.6,-0.62,-0.49,-0.19
"209","Manuel Neuer",2018,"Germany",-0.42,-0.59,-0.51,-0.8,0.59,3.63,-0.26,-0.84,-0.82,0.16,-0.16,-0.45,-0.89,-1.11,-0.91,-0.77
"210","Marco Reus",2018,"Germany",1.88,0.38,0.27,3.18,0.68,0.27,-0.67,0.48,0.1,-0.79,-0.8,-0.45,-0.6,0.35,-0.49,0.92
"211","Mario Gómez",2018,"Germany",-0.42,0.64,-0.51,2.44,-1.12,-1.02,-0.67,-0.84,-0.82,-0.79,-0.38,-0.45,1.16,-1.11,-0.91,0.26
"212","Marvin Plattenhardt",2018,"Germany",-0.42,-0.53,-0.51,-0.8,-0.83,-0.76,-0.67,-0.84,-0.82,-0.79,-0.59,-0.45,-0.31,-1.11,-0.49,-0.77
"213","Mats Hummels",2018,"Germany",-0.42,3.1,-0.51,1.56,0.7,1.05,-0.26,0.91,2.9,3.79,0.69,-0.45,0.87,0.35,-0.49,-0.22
"214","Mesut Özil",2018,"Germany",-0.42,-0.36,1.82,-0.21,1.66,0.7,0.98,0.7,-0.82,0.16,-0.8,-0.45,-0.89,-1.11,-0.06,3.6
"215","Niklas Süle",2018,"Germany",-0.42,-0.56,-0.51,-0.5,0.24,0.53,-0.67,0.04,0.1,1.1,-0.38,3.83,-0.31,-1.11,-0.49,-0.74
"216","Sami Khedira",2018,"Germany",-0.42,-0.24,-0.51,0.38,0.4,-0.41,-0.26,0.26,1.03,0.16,-0.59,-0.45,-0.6,-0.14,-0.49,-0.66
"217","Sebastian Rudy",2018,"Germany",-0.42,-0.5,-0.51,-0.8,-0.94,-1.02,-0.67,-0.84,-0.82,-0.79,-0.8,-0.45,-0.89,-0.62,-0.91,-0.77
"218","Thomas Müller",2018,"Germany",-0.42,0.2,1.82,4.35,0.3,0.36,-0.67,0.48,2.76,1.03,-0.59,-0.45,0.87,0.35,-0.49,3.38
"219","Timo Werner",2018,"Germany",-0.42,0.9,-0.51,4.35,-0.14,-0.59,0.16,1.79,0.1,0.17,-0.59,-0.45,-0.89,-0.62,0.79,2.13
"220","Toni Kroos",2018,"Germany",1.88,1.4,4.15,0.53,4.63,5.53,1.81,5.51,2.83,-0.79,-0.8,-0.45,-0.31,-0.62,1.63,5.95
"221","Alfred Finnbogason",2018,"Iceland",1.88,1.93,-0.51,2.15,-0.52,-0.93,0.57,-0.18,-0.66,-0.68,-0.59,-0.45,0.57,1.81,-0.06,0.62
"222","Aron Gunnarsson",2018,"Iceland",-0.42,-0.24,-0.51,0.82,-0.03,0.19,0.16,-0.18,-0.46,-0.38,0.69,-0.45,-0.01,-0.62,-0.91,0.81
"223","Birkir Bjarnason",2018,"Iceland",-0.42,2.34,0.27,1.26,-0.37,-0.07,-0.26,0.48,-0.43,-0.22,-0.59,-0.3,0.28,1.32,0.79,0.29
"224","Birkir Saevarsson",2018,"Iceland",-0.42,-0.59,-0.51,-0.5,-0.18,1.14,-0.67,0.04,-0.82,0.12,2.61,0.09,-0.01,-0.62,-0.49,-0.48
"225","Björn Sigurdarson",2018,"Iceland",-0.42,-0.59,-0.51,-0.65,-1.08,-1.02,-0.67,-0.84,-0.82,-0.79,-0.8,-0.45,0.28,-0.62,-0.91,-0.52
"226","Emil Hallfredsson",2018,"Iceland",-0.42,-0.5,0.27,-0.8,-0.29,-0.5,0.57,-0.18,-0.59,-0.55,-0.38,-0.45,-0.6,0.35,1.63,-0.48
"227","Gylfi Sigurdsson",2018,"Iceland",1.88,4.68,4.15,1.56,0.26,0.19,3.46,0.04,-0.18,-0.19,-0.8,-0.45,-0.89,-0.14,0.79,3.56
"228","Hannes Halldórsson",2018,"Iceland",-0.42,-0.59,-0.51,-0.8,-0.29,2.26,-0.67,-0.62,-0.82,-0.79,-0.59,-0.45,-0.89,-1.11,-0.49,-0.59
"229","Hördur Magnússon",2018,"Iceland",-0.42,-0.36,-0.51,0.82,-0.45,0.1,0.16,-0.62,-0.29,-0.42,3.04,-0.14,2.34,0.84,-0.91,-0.41
"230","Johann Gudmundsson",2018,"Iceland",-0.42,-0.41,1.82,-0.65,-0.56,-0.07,-0.67,0.7,-0.82,-0.51,-0.59,-0.45,0.57,-1.11,-0.49,0.37
"231","Jón Bödvarsson",2018,"Iceland",-0.42,-0.59,-0.51,0.09,-1.02,-0.93,-0.26,-0.4,-0.82,-0.79,-0.59,-0.45,0.28,-1.11,-0.49,-0.55
"232","Kári Árnason",2018,"Iceland",-0.42,-0.59,-0.51,0.53,-0.77,-0.41,-0.67,-0.4,-0.72,-0.59,1.97,-0.01,1.45,0.84,-0.49,-0.41
"233","Ragnar Sigurdsson",2018,"Iceland",-0.42,-0.59,-0.51,-0.65,-0.6,0.1,-0.67,-0.62,-0.82,0.03,1.76,0.39,-0.31,0.35,-0.91,-0.55
"234","Rúrik Gíslason",2018,"Iceland",-0.42,-0.47,0.27,-0.8,-0.83,-0.59,-0.67,0.04,-0.63,-0.75,-0.16,-0.45,-0.31,-0.14,0.79,-0.19
"235","Sverrir Ingason",2018,"Iceland",-0.42,0.93,-0.51,0.38,-0.62,-0.24,-0.67,-0.84,-0.66,-0.79,0.69,1.71,0.87,0.35,-0.91,-0.63
"236","Alireza Beiranvand",2018,"Iran",-0.42,-0.59,-0.51,-0.8,-0.73,0.27,-0.26,-0.84,-0.82,-0.79,-0.8,-0.45,-0.89,-1.11,-0.06,-0.77
"237","Alireza Jahanbakhsh",2018,"Iran",-0.42,-0.38,1.05,-0.5,-0.77,-0.5,0.57,0.04,-0.52,-0.62,-0.38,-0.45,-0.31,1.32,0.79,0.48
"238","Ehsan Hajsafi",2018,"Iran",-0.42,-0.38,-0.51,-0.8,-0.45,0.02,0.16,-0.4,-0.66,-0.63,0.69,-0.18,-0.31,-1.11,1.63,-0.59
"239","Karim Ansarifard",2018,"Iran",1.88,2.05,-0.51,-0.06,-0.87,-0.85,-0.26,-0.4,-0.71,-0.53,-0.16,-0.45,-0.31,0.35,-0.06,-0.22
"240","Majid Hosseini",2018,"Iran",-0.42,-0.59,-0.51,-0.8,-0.73,-0.67,-0.26,-0.4,-0.82,-0.73,0.91,-0.06,-0.89,-0.62,-0.49,-0.77
"241","Masoud Shojaei",2018,"Iran",-0.42,-0.59,-0.51,-0.5,-1.06,-0.93,0.57,-0.62,-0.66,-0.7,-0.8,-0.45,-0.89,0.35,-0.49,-0.41
"242","Mehdi Taremi",2018,"Iran",-0.42,2.28,-0.51,1.26,-0.83,-0.85,0.16,-0.62,-0.74,-0.49,0.69,-0.45,1.45,0.84,0.79,-0.74
"243","Milad Mohammadi",2018,"Iran",-0.42,-0.59,-0.51,-0.8,-1.08,-0.85,0.16,-0.4,-0.57,-0.62,-0.16,-0.45,-0.89,-1.11,-0.49,-0.77
"244","Morteza Pouraliganji",2018,"Iran",-0.42,-0.59,-0.51,-0.5,-0.49,-0.85,-0.67,-0.84,-0.82,-0.61,1.55,-0.1,0.28,-1.11,-0.06,-0.77
"245","Omid Ebrahimi",2018,"Iran",-0.42,-0.5,0.27,-0.65,-0.2,0.1,-0.26,-0.62,-0.74,-0.5,0.48,-0.38,-0.01,1.32,-0.06,0.14
"246","Ramin Rezaeian",2018,"Iran",-0.42,-0.41,1.82,-0.8,-0.24,0.88,0.16,0.04,-0.6,-0.64,1.97,-0.38,-0.31,0.84,0.36,0.37
"247","Roozbeh Cheshmi",2018,"Iran",-0.42,-0.41,-0.51,-0.5,-1.1,-1.1,-0.67,-0.84,-0.74,-0.7,0.05,-0.26,-0.89,-1.11,-0.91,-0.77
"248","Saeid Ezatolahi",2018,"Iran",-0.42,-0.38,-0.51,-0.35,-0.7,-0.76,-0.26,-0.4,-0.79,-0.51,1.12,-0.17,-0.6,0.84,0.79,-0.77
"249","Saman Ghoddos",2018,"Iran",-0.42,-0.33,-0.51,-0.8,-1.23,-1.1,-0.67,-0.62,-0.82,-0.79,-0.59,-0.45,-0.89,0.84,-0.49,-0.77
"250","Sardar Azmoun",2018,"Iran",-0.42,0.88,-0.51,1.71,-0.79,-0.85,-0.26,0.04,-0.66,-0.65,0.69,-0.25,4.98,1.32,0.36,0.03
"251","Vahid Amiri",2018,"Iran",-0.42,-0.41,0.27,-0.65,-0.52,-0.33,0.57,0.04,-0.77,-0.3,-0.59,-0.45,-0.6,1.81,2.9,0.4
"252","Eiji Kawashima",2018,"Japan",-0.42,-0.59,-0.51,-0.8,-0.22,1.67,-0.67,-0.34,-0.82,-0.79,-0.8,-0.45,-0.67,-1.11,-0.91,-0.77
"253","Gaku Shibasaki",2018,"Japan",-0.42,-0.48,2.4,-0.46,1.6,0.77,-0.05,0.15,2.45,1.27,0.16,1.07,-0.23,1.45,-0.27,1.49
"254","Gen Shoji",2018,"Japan",-0.42,-0.57,-0.51,-0.8,1.03,0.58,-0.36,0.64,0.17,0.01,1.28,2.49,1.75,-1.11,-0.27,-0.53
"255","Genki Haraguchi",2018,"Japan",1.3,-0.13,0.08,-0.24,-0.28,-0.85,-0.36,-0.34,2.19,0.01,0.16,0.88,-0.67,0.35,0.36,-0.14
"256","Gotoku Sakai",2018,"Japan",-0.42,-0.48,-0.51,-0.24,-1.04,-0.97,-0.67,-0.84,-0.82,-0.79,-0.8,-0.45,-0.89,-1.11,-0.91,-0.55
"257","Hiroki Sakai",2018,"Japan",-0.42,-0.28,0.66,0.31,0.71,0.77,-0.05,0.48,0.71,0.3,1.12,0.69,2.41,-1.11,0.36,-0.2
"258","Hotaru Yamaguchi",2018,"Japan",-0.42,-0.59,-0.51,-0.8,0.06,-0.46,-0.67,-0.67,-0.37,-0.79,-0.48,-0.45,-0.89,-0.38,-0.59,-0.77
"259","Keisuke Honda",2018,"Japan",1.3,0.84,0.08,-0.35,-0.84,-0.97,-0.05,-0.18,-0.82,-0.79,-0.8,-0.45,0.21,-1.11,-0.27,-0.31
"260","Makoto Hasebe",2018,"Japan",-0.42,-0.52,-0.51,-0.8,1.51,-0.39,-0.36,0.31,0.54,0.13,0,0.02,-0.67,1.08,0.04,-0.64
"261","Maya Yoshida",2018,"Japan",-0.42,-0.24,-0.51,0.09,2.4,1.16,-0.67,0.64,-0.82,0.22,4.64,2.7,2.41,0.72,-0.27,-0.2
"262","Shinji Kagawa",2018,"Japan",1.3,1.81,-0.51,0.31,0.45,-0.59,-0.05,0.15,-0.12,0.89,-0.64,-0.45,-0.89,-0.38,0.68,0.52
"263","Shinji Okazaki",2018,"Japan",-0.42,-0.26,-0.51,-0.13,-1.1,-1.1,-0.36,-0.84,-0.82,-0.32,-0.64,-0.45,-0.45,-0.74,-0.27,-0.61
"264","Takashi Inui",2018,"Japan",3.02,0.38,-0.51,1.08,0.32,-0.26,-0.36,1.3,1.67,-0.79,-0.64,-0.45,-0.67,-0.38,1.95,0.14
"265","Takashi Usami",2018,"Japan",-0.42,-0.26,-0.51,-0.35,-0.91,-0.72,-0.67,-0.18,-0.37,0.61,-0.32,-0.45,-0.89,-0.38,0.04,-0.03
"266","Tomoaki Makino",2018,"Japan",-0.42,-0.26,-0.51,-0.35,-0.18,-0.72,-0.67,-0.84,-0.82,0.61,0,0.6,-0.23,-0.74,-0.91,-0.77
"267","Yoshinori Muto",2018,"Japan",-0.42,-0.24,-0.51,-0.46,-1.07,-0.91,-0.67,-0.67,-0.37,-0.79,-0.64,-0.45,-0.45,-0.74,-0.91,-0.61
"268","Yuto Nagatomo",2018,"Japan",-0.42,-0.55,0.66,0.2,1.04,0.25,0.26,0.31,1.21,0.3,1.6,0.02,0.43,-0.38,0.04,0.41
"269","Yuya Osako",2018,"Japan",1.3,1.81,-0.51,1.41,-0.48,-0.85,0.88,-0.34,-0.62,-0.79,-0.8,3.74,2.63,-0.38,1.32,0.19
"270","Andrés Guardado",2018,"Mexico",-0.42,-0.04,0.08,0.31,0.5,-0.01,0.57,1.95,0.43,1.07,-0.48,-0.45,-0.45,-0.38,-0.27,0.66
"271","Carlos Salcedo",2018,"Mexico",-0.42,-0.28,-0.51,0.75,1.56,1.22,-0.36,2.45,0.66,1.54,1.92,10.91,1.09,0.72,-0.91,-0.55
"272","Carlos Vela",2018,"Mexico",1.3,3.12,1.82,1.52,0.24,-0.13,2.43,2.61,0.22,-0.38,-0.8,-0.45,-0.23,-0.01,2.27,1.76
"273","Edson Álvarez",2018,"Mexico",-0.42,-0.59,-0.51,-0.46,0.8,1.48,1.19,1.13,2.28,1.24,0.64,0.25,0.21,0.35,0.36,-0.77
"274","Guillermo Ochoa",2018,"Mexico",-0.42,-0.59,-0.51,-0.8,-0.06,2.71,-0.67,-0.84,-0.82,-0.79,-0.64,-0.45,-0.45,-0.74,-0.59,-0.77
"275","Hirving Lozano",2018,"Mexico",1.3,1.52,-0.51,2.18,-0.24,-0.39,4.28,2.45,-0.08,0.51,-0.64,-0.45,-0.45,1.08,3.54,1.85
"276","Hugo Ayala",2018,"Mexico",-0.42,-0.59,-0.51,-0.69,-0.44,-0.13,-0.67,-0.01,0.09,0.24,1.12,0.48,-0.45,-1.11,-0.91,-0.77
"277","Héctor Herrera",2018,"Mexico",-0.42,-0.15,0.66,0.09,1.39,0.96,2.12,0.64,3.53,0.68,-0.48,1.03,-0.23,4.37,1,1.76
"278","Héctor Moreno",2018,"Mexico",-0.42,-0.24,-0.51,0.2,0.5,0.64,-0.67,0.97,0.8,0.55,0.16,2.03,0.65,0.72,-0.91,-0.28
"279","Javier Hernández",2018,"Mexico",1.3,1.12,0.08,2.18,-0.45,-0.46,0.57,-0.34,-0.18,-0.79,-0.48,-0.45,-0.23,-0.01,1.32,0.55
"280","Jesús Corona",2018,"Mexico",-0.42,-0.59,0.66,-0.58,-1.01,-0.91,-0.36,0.15,-0.82,-0.24,-0.8,-0.45,-0.89,-1.11,-0.91,-0.03
"281","Jesús Gallardo",2018,"Mexico",-0.42,-0.52,-0.51,-0.69,0.84,1.42,0.26,-0.01,0.59,1.25,2.08,0.95,0.87,0.35,-0.91,-0.53
"282","Jonathan Dos Santos",2018,"Mexico",-0.42,-0.59,-0.51,-0.8,-0.94,-0.91,-0.67,-0.67,-0.42,-0.38,-0.8,-0.45,-0.89,-1.11,-0.91,-0.77
"283","Miguel Layún",2018,"Mexico",-0.42,0.27,1.82,0.2,0.05,0.83,0.57,2.28,0.22,0.41,-0.48,-0.45,-0.01,-0.38,0.04,1.24
"284","Rafael Márquez",2018,"Mexico",-0.42,-0.59,-0.51,-0.8,-0.75,-0.97,-0.36,-0.84,0.12,-0.38,0,-0.45,-0.67,-0.74,-0.91,-0.77
"285","Raúl Jiménez",2018,"Mexico",-0.42,-0.5,-0.51,-0.35,-1.13,-0.91,-0.67,-0.51,-0.82,-0.79,-0.8,-0.45,-0.23,-0.38,-0.91,-0.77
"286","Achraf Hakimi",2018,"Morocco",-0.42,-0.53,-0.51,-0.35,0.57,0.62,0.98,0.26,1.81,-0.07,1.12,-0.45,0.57,-0.14,-0.91,-0.48
"287","Amine Harit",2018,"Morocco",-0.42,-0.15,-0.51,0.23,-0.91,-1.1,1.81,0.26,-0.82,-0.79,-0.8,-0.45,-0.6,-0.62,-0.06,-0.52
"288","Ayoub El Kaabi",2018,"Morocco",-0.42,-0.36,-0.51,0.38,-1.16,-1.1,-0.67,-0.62,-0.82,-0.79,-0.59,-0.45,0.57,-0.14,-0.49,-0.3
"289","Aziz Bouhaddouz",2018,"Morocco",-0.42,-0.59,-0.51,-0.21,-1.23,-1.1,-0.67,-0.84,-0.82,-0.79,-0.8,-0.45,-0.31,-0.62,-0.49,-0.59
"290","Fayçal Fajr",2018,"Morocco",-0.42,-0.59,0.27,-0.8,-0.93,-0.85,-0.67,-0.84,-0.82,-0.79,-0.8,-0.45,-0.89,0.35,-0.91,-0.33
